image,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,neck_x,neck_y,left_palm_x,left_palm_y,right_palm_x,right_palm_y,spine2(back)_x,spine2(back)_y,spine1(waist)_x,spine1(waist)_y,left_instep_x,left_instep_y,right_instep_x,right_instep_y
649-2-4-32-Z148_A-0000001.jpg,966.5570068359375,304.3995361328125,1000.1627197265625,302.5857849121094,995.5223999023438,319.21875,969.552001953125,356.85601806640625,1007.3268432617188,344.227294921875,894.3978271484375,420.0835876464844,967.5111083984375,393.46795654296875,857.536865234375,359.6398010253906,919.5651245117188,360.6304931640625,822.7216796875,363.41448974609375,963.8369750976562,349.70037841796875,820.5267944335938,458.7780456542969,861.4483642578125,449.9470520019531,754.5845947265625,442.7982482910156,765.186767578125,452.8353271484375,697.8394165039062,616.176513671875,782.6339721679688,576.5811767578125,899.5338745117188,421.12335205078125,825.0573120117188,375.7855529785156,934.521484375,361.2393798828125,847.491943359375,430.5638122558594,826.08056640625,462.1880187988281,681.23974609375,654.5115356445312,730.4429931640625,644.0706787109375
649-2-4-32-Z148_A-0000003.jpg,968.8734741210938,305.9206237792969,1002.4781494140625,303.9447326660156,998.0769653320312,320.42279052734375,971.6651611328125,358.4639892578125,1009.7954711914062,345.6787414550781,896.4047241210938,422.04345703125,969.727783203125,395.12933349609375,859.3544921875,361.4450378417969,921.6546020507812,361.98974609375,824.4239501953125,365.1177978515625,965.9742431640625,350.92999267578125,822.2056884765625,460.774169921875,862.9047241210938,451.9496154785156,755.7839965820312,444.4193420410156,766.3492431640625,454.4552917480469,699.0553588867188,618.5001220703125,784.153564453125,578.8370971679688,901.2841186523438,423.00299072265625,826.7982177734375,377.5871276855469,936.4027709960938,362.78631591796875,848.9649047851562,432.3071594238281,827.36767578125,464.175537109375,682.2852783203125,656.694580078125,731.1559448242188,645.94287109375
649-2-4-32-Z148_A-0000005.jpg,973.8788452148438,338.74444580078125,1007.4891967773438,339.8021545410156,1006.9536743164062,355.13922119140625,985.02392578125,381.4034729003906,1018.4442749023438,371.2018127441406,896.0448608398438,429.9371032714844,972.2628173828125,412.5622253417969,859.2457885742188,375.36578369140625,929.62451171875,368.2840881347656,825.17822265625,373.05316162109375,984.855224609375,365.9667053222656,815.8640747070312,448.36419677734375,862.0958251953125,438.002685546875,748.9140625,434.4356689453125,761.5411987304688,443.02618408203125,687.0665893554688,595.5775756835938,762.784912109375,564.5949096679688,910.4613647460938,450.1676025390625,831.6326904296875,390.6456604003906,941.2120971679688,388.37664794921875,853.0109252929688,444.1946105957031,823.7195434570312,466.1676025390625,672.708984375,634.1956787109375,718.5592651367188,625.3504028320312
649-2-4-32-Z148_A-0000007.jpg,1034.198486328125,425.6485290527344,1053.4185791015625,441.1007385253906,1064.9407958984375,451.46673583984375,1034.8182373046875,491.0544738769531,1062.82373046875,479.0931396484375,955.6478881835938,505.2073669433594,1009.3912963867188,490.7955627441406,906.2124633789062,464.6273498535156,975.9066162109375,440.5578918457031,882.955078125,452.90997314453125,1039.345703125,442.7705383300781,839.6383666992188,493.41851806640625,885.3536376953125,485.9542541503906,761.1456909179688,459.1985168457031,799.0612182617188,458.9025573730469,701.3800659179688,641.4093017578125,767.7263793945312,620.6401977539062,965.2007446289062,535.6351928710938,900.696533203125,480.2678527832031,993.767578125,479.6611328125,898.8599243164062,506.6076354980469,857.9205932617188,514.6087646484375,687.6943969726562,661.2694091796875,721.62109375,652.655517578125
649-2-4-32-Z148_A-0000009.jpg,982.2366333007812,373.52557373046875,1011.0086669921875,383.0485534667969,1018.3688354492188,394.1151428222656,999.1005859375,420.85760498046875,1024.9320068359375,408.7953186035156,903.540771484375,445.824462890625,971.3323364257812,442.4448547363281,863.2687377929688,399.0603332519531,935.767333984375,391.42462158203125,833.6992797851562,393.15533447265625,1002.4732055664062,392.5203857421875,812.3707275390625,451.33941650390625,862.321044921875,438.8645935058594,744.9407348632812,430.99560546875,761.8094482421875,436.7481994628906,682.1212768554688,590.5746459960938,745.7218017578125,564.6526489257812,921.067626953125,483.3150634765625,843.59375,415.2001647949219,947.1363525390625,425.452880859375,857.763671875,463.8736877441406,822.1959838867188,478.63739013671875,668.9677734375,622.383544921875,707.2476196289062,614.353515625
649-2-4-32-Z148_A-0000011.jpg,966.334716796875,331.96893310546875,999.463623046875,332.1625061035156,998.4070434570312,345.89532470703125,976.30419921875,376.8019104003906,1010.7066040039062,366.1203918457031,890.0328369140625,429.8446350097656,965.1665649414062,407.5808410644531,852.6298828125,374.5921936035156,920.1739501953125,366.43658447265625,817.251953125,373.0918273925781,972.3255615234375,361.0737609863281,811.6417236328125,449.63134765625,854.8887329101562,441.2252502441406,744.1836547851562,434.85565185546875,757.0711669921875,443.7456970214844,684.6343383789062,600.909423828125,763.074462890625,566.0845336914062,900.7805786132812,442.8646545410156,821.7890625,388.4811706542969,931.772216796875,381.07135009765625,845.9805297851562,441.5019226074219,817.0220336914062,464.9798889160156,669.6250610351562,637.5833740234375,716.2068481445312,627.47607421875
649-2-4-32-Z148_A-0000013.jpg,1026.0751953125,427.1381530761719,1043.98486328125,446.0764465332031,1057.3135986328125,456.24737548828125,1023.3372802734375,497.2557067871094,1054.70751953125,484.1826477050781,942.3419189453125,508.6156005859375,1003.1718139648438,492.6044006347656,887.9779663085938,473.7501220703125,964.8228759765625,443.2404479980469,860.177490234375,459.08062744140625,1025.1640625,448.1873779296875,832.4517211914062,492.463134765625,879.7779541015625,482.4235534667969,751.9117431640625,455.2482604980469,793.6786499023438,457.8364562988281,693.7671508789062,635.11083984375,760.9595947265625,619.5803833007812,956.212158203125,541.7161254882812,878.5995483398438,489.0391540527344,974.9197387695312,487.27301025390625,893.6035766601562,509.5635681152344,849.5506591796875,513.69873046875,683.10888671875,656.3690185546875,716.1207885742188,649.5974731445312
649-2-4-32-Z148_A-0000015.jpg,975.8544311523438,359.31390380859375,1007.7033081054688,366.3906555175781,1011.169677734375,377.9656066894531,991.802978515625,403.89508056640625,1020.2339477539062,393.9294738769531,897.1943969726562,438.4308776855469,969.2197875976562,429.8727722167969,857.4613647460938,387.8554992675781,930.859130859375,379.79705810546875,826.1666870117188,383.15069580078125,992.8665771484375,379.1372985839844,809.8739624023438,447.4164733886719,859.5997314453125,435.6885070800781,741.6278686523438,429.51171875,757.189208984375,437.595703125,679.6633911132812,590.1214599609375,748.1597290039062,562.4463500976562,914.545654296875,470.1888732910156,835.210693359375,403.6887512207031,942.6348876953125,408.7141418457031,853.0919189453125,454.9559020996094,819.7345581054688,472.8773193359375,667.2789306640625,624.4961547851562,708.2797241210938,616.4758911132812
649-2-4-32-Z148_A-0000017.jpg,970.9755859375,342.01678466796875,1004.3817138671875,344.5344543457031,1004.1734008789062,357.93768310546875,983.029541015625,386.0168762207031,1015.6417236328125,375.5766906738281,892.9140014648438,432.3684387207031,968.3609008789062,415.4786376953125,855.0791625976562,378.6336669921875,926.2671508789062,370.4072570800781,821.4924926757812,375.66571044921875,982.5408935546875,367.8030700683594,811.245361328125,448.0054016113281,857.7755126953125,438.29608154296875,744.1060180664062,432.7423095703125,757.7501831054688,441.5810852050781,682.215087890625,595.5670776367188,757.6470947265625,564.412841796875,907.8822631835938,452.9737548828125,827.6080932617188,393.0097351074219,937.9514770507812,390.7921142578125,849.5235595703125,446.23345947265625,819.3403930664062,467.6221923828125,668.7146606445312,632.0801391601562,713.5558471679688,622.818115234375
649-2-4-32-Z148_A-0000019.jpg,1034.919189453125,428.8713684082031,1053.596435546875,446.0596618652344,1065.941162109375,456.6885986328125,1034.5206298828125,496.0776672363281,1063.9580078125,484.0120544433594,954.55810546875,508.9037780761719,1010.9136352539062,492.9629211425781,903.7992553710938,471.1729736328125,976.27294921875,443.0122375488281,878.3424072265625,457.61083984375,1037.70361328125,446.1304931640625,839.2694702148438,494.4757995605469,886.3840942382812,485.8019714355469,760.8464965820312,459.55364990234375,801.2688598632812,460.2289733886719,702.8513793945312,641.8873291015625,769.2793579101562,623.1958618164062,966.3788452148438,540.7989501953125,896.9762573242188,486.2599792480469,991.4833984375,484.7337341308594,901.22119140625,509.7437744140625,859.0571899414062,516.5765380859375,690.582763671875,662.1480102539062,723.8650512695312,654.3660278320312
